y,mass_g,log_mass,mass_norm,log_mass_norm,temp_c,temp_arr,median_temp,above_peak_temp,common_name,species,species_ab,unit,type
0.288418206399279,11.78,2.4664031782234406,2.3559999999999998e-4,-8.353375106186842,15,40.27249634293294,12.5,N,Brown trout,Salmo trutta,S.trutta,g/day,;
0.864578639026589,50.13,3.914619631275412,0.0010026,-6.905158653134871,15,40.27249634293294,12.5,N,Brown trout,Salmo trutta,S.trutta,g/day,;
1.32604776926543,86.02,4.45457982735559,0.0017204,-6.365198457054693,15,40.27249634293294,12.5,N,Brown trout,Salmo trutta,S.trutta,g/day,;
3.01284362325372,255.3,5.542439324247439,0.005106,-5.277338960162845,15,40.27249634293294,12.5,N,Brown trout,Salmo trutta,S.trutta,g/day,;
1.15840468679585,50.65,3.9249392306946924,0.001013,-6.89483905371559,17.8,39.88492806742096,12.5,N,Brown trout,Salmo trutta,S.trutta,g/day,;
0.113564668769716,11.82,2.469793011977952,2.364e-4,-8.349985272432331,19.5,39.65323704498933,12.5,Y,Brown trout,Salmo trutta,S.trutta,g/day,;
0.349256421811627,50.89,3.9296664406007413,0.0010178,-6.890111843809542,19.5,39.65323704498933,12.5,Y,Brown trout,Salmo trutta,S.trutta,g/day,;
0.531095087877422,83.42,4.423888088768799,0.0016684,-6.395890195641484,19.5,39.65323704498933,12.5,Y,Brown trout,Salmo trutta,S.trutta,g/day,;
1.21946822893195,281.2,5.63906615993651,0.005624,-5.180712124473773,19.5,39.65323704498933,12.5,Y,Brown trout,Salmo trutta,S.trutta,g/day,;
0.0775123929698062,50.9,3.929862923556477,0.001018,-6.889915360853806,21.7,39.357367546942946,12.5,Y,Brown trout,Salmo trutta,S.trutta,g/day,;
0.206193932992461,7.25537516454585,1.9817425961702084,0.0241845838818195,-3.7220398784859925,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.201224355686469,7.99254058797718,2.0785086801969794,0.02664180195992393,-3.6252737944592215,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.490284836283974,21.0114085125054,3.0450655527100317,0.070038028375018,-2.6587169219461697,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.487153954856968,21.4567792891619,3.0660406462172785,0.07152259763053967,-2.6377418284389225,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.531417609439993,22.5340061430452,3.1150255523542207,0.07511335381015066,-2.5887569223019806,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.817581959786874,41.3514699429574,3.7221079696397283,0.13783823314319132,-1.9816745050164726,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.798017083199666,41.939447125932404,3.7362268428864644,0.13979815708644133,-1.9675556317697367,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.759947169115529,43.4883720930232,3.7724935941550686,0.14496124031007734,-1.9312888805011323,21,39.45102777907913,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.262073459491223,10.5376700962495,2.3549564651905284,0.03512556698749833,-3.3488260094656725,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.272927052998186,11.018918021905,2.3996136157742716,0.03672972673968333,-3.3041688588819293,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.662593099863837,27.4045801526717,3.310710158281171,0.09134860050890566,-2.3930723163750303,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.647405392083912,27.8493196150016,3.3268085357338117,0.09283106538333867,-2.376973938922389,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.636243509057646,28.0683703949551,3.334643333645963,0.09356123464985033,-2.369139141010238,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.46610422485193,55.0348489877198,4.0079666025399066,0.18344949662573265,-1.6958158721162941,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.35967591942599,55.6023896448722,4.018226179557276,0.18534129881624065,-1.6855562950989247,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.24643796459865,55.4762694988383,4.015955352717942,0.184920898329461,-1.687827121938259,24,39.05273370760938,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.303211544671251,11.4393939393939,2.4370630072225956,0.038131313131313,-3.2667194674336053,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.30862577399077,11.9696969696969,2.4823782034346356,0.03989898989898966,-3.2214042712215654,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.299874344563961,12.3484848484848,2.513533371214433,0.041161616161615996,-3.1902491034417677,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.806065165293426,28.030303030303,3.333286176045944,0.09343434343434333,-2.370496298610257,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.7785101123982,28.030303030303,3.333286176045944,0.09343434343434333,-2.370496298610257,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.816325204765838,29.8484848484848,3.396134079705607,0.09949494949494934,-2.307648394950594,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.48770282425231,55.1515151515151,4.0100842186043595,0.18383838383838366,-1.6936982560518412,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.6811119068471,55.9848484848484,4.025081091355875,0.18661616161616132,-1.6787013833003261,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.46385239214653,57.2727272727272,4.047824546587207,0.19090909090909067,-1.6559579280689944,27,38.66240153661878,20.5,N,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.276998610237056,10.5063020722067,2.3519752744701043,0.03502100690735567,-3.351807200186097,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.272328096225258,11.1151463362529,2.408308712984275,0.03705048778750967,-3.295473761671926,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.261998983502963,10.7156590472121,2.3717061340067285,0.035718863490707,-3.3320763406494724,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.635079205772054,26.9792779320658,3.295069087340145,0.08993092644021933,-2.4087133873160558,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.656460357559494,27.3766289254432,3.3096896904921436,0.09125542975147734,-2.3940927841640574,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
0.648930946250574,28.1414227729117,3.3372426109238,0.09380474257637234,-2.366539863732401,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.20600157437962,52.6105533005768,3.962916732710351,0.17536851100192266,-1.7408657419458502,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
1.04856835642374,54.4029053621021,3.9964175598273557,0.18134301787367368,-1.7073649148288452,30,38.279794891031266,20.5,Y,Yellow catfish,Pelteobagrus fulvidraco,P.fulvidraco,g/day,;
